Column1,Product_Name,Product_Description,Product_Reviews,Product_Price,RAM_(GB),ROM_(GB),Display_Size_(inch),Battery_(mAh),Brand
494,"Honor 7S (Black, 16 GB)","2 GB RAM | 16 GB ROM | Expandable Upto 256 GB13.84 cm (5.45 inch) Display13MP Rear Camera | 5MP Front Camera3020 mAh BatteryMediatek MT6739 Cortex A53 Processor12 Months on Handset, 6 Months on Battery, 6 Months on Charger & 3 Months on Data Cable",4.1,8999,2,16,5.45,3020,Honor
495,Sony Ericsson Zylo,cm Display1 Year Manufacturer Warranty,3.9,8504,8,256,6.7,5000,Sony
496,Easyfone Star,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB4.57 cm (1.8 inch) QVGA Display0MP Front Camera800 mAh BatteryNA Processor1 Year Warranty,3.8,939,8,256,1.8,800,Easyfone
497,"Apple iPhone 6s (Silver, 128 GB)",128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year,4.5,55999,8,128,4.7,5000,Apple
498,"KARBONN Titanium Octane Plus (Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 32 GBcm Full HD Display16MP Rear Camera | 8MP Front Camera2000 mAh BatteryMT6592 Processor1 Year for Mobile & 6 Months for Accessories,3.8,12500,2,16,6.7,2000,KARBONN
499,"Apple iPhone 15 Plus (Black, 512 GB)","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,104900,8,512,6.7,5000,Apple
500,"Apple IPhone 4 (Black, 8 GB)",8 GB ROM8.89 cm (3.5 inch) NA Display5MP Rear Camera | 0.3MP Front Camera1 Year Manufacturer Warranty,4.1,22900,8,8,3.5,5000,Apple
501,"Samsung Galaxy A35 5G (Awesome Navy, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 5MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3,19999,8,128,6.6,5000,Samsung
502,"Lenovo Vibe K5 Plus (Silver, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 32 GB12.7 cm (5 inch) Full HD Display13MP Rear Camera | 5MP Front Camera2750 mAh Li-Ion Polymer BatteryQualcomm Snapdragon 616 ProcessorBrand Warranty of 1 Year,4,8499,2,16,5,2750,Lenovo
503,"Apple iPhone 15 (Yellow, 512 GB)","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,94900,8,512,6.1,5000,Apple
504,"Apple iPhone 14 Plus (Blue, 512 GB)","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,99900,8,512,6.7,5000,Apple
505,"Apple iPhone 6 (Space Grey, 32 GB)",32 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraApple A8 64-bit processor and M8 Motion Co-processorBrand Warranty of 1 Year,4.4,30780,8,32,4.7,5000,Apple
508,Pear P4,32 MB RAM | 32 MB ROM3.66 cm (1.44 inch) Display0.3MP Rear Camera900 mAh Battery6 MONTHS WARRENTY,4.6,880,8,256,1.44,900,Pear
509,"REDMI Note 13 Pro 5G (Arctic White, 256 GB)",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,22499,12,256,6.67,5100,REDMI
511,SIAVANTAGE PRO FLIP 3,16 GB RAM | 8 MB ROM6.1 cm (2.4 inch) Display1.3MP Rear Camera1000 mAh Battery1 Month Domestic Warranty,3.7,1299,16,256,2.4,1000,SIAVANTAGE
512,"REDMI Note 13 Pro 5G (Arctic White, 256 GB)",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,22768,12,256,6.67,5100,REDMI
513,"Apple iPhone 15 Plus (Blue, 512 GB)","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,104900,8,512,6.7,5000,Apple
514,"LG Optimus L5 II Dual E455 (White, 4 GB)",512 MB RAM | 4 GB ROM | Expandable Upto 32 GB10.16 cm (4 inch) WVGA Display5MP Rear Camera1700 mAh Li-Ion Battery1 Year for Mobile & 6 Months for Accessories,4.5,10499,8,4,4,1700,LG
515,"Nokia C22 (Sand, 64 GB)",2 GB RAM | 64 GB ROM16.51 cm (6.5 inch) Display13MP Rear Camera5000 mAh Battery1-year warranty,3.7,5899,2,64,6.5,5000,Nokia
516,"Lenovo Vibe K5 Plus (Golden, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 32 GB12.7 cm (5 inch) Full HD Display13MP Rear Camera | 5MP Front Camera2750 mAh Li-Ion Polymer BatteryQualcomm Snapdragon 616 ProcessorBrand Warranty of 1 Year,4,7165,2,16,5,2750,Lenovo
517,"LG Velvet Dual Screen (Aurora Silver, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.27 cm (6.8 inch) Full HD+ Display48MP + 8MP + 5MP | 16MP Front Camera4300 mAh Lithium Polymer BatteryQualcomm Snapdragon 845 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,4.4,54599,6,128,6.8,4300,LG
518,"Samsung Galaxy S23 Ultra 5G (Green, 512 GB)",12 GB RAM | 512 GB ROM17.27 cm (6.8 inch) Quad HD+ Display200MP + 10MP + 12MP + 10MP | 12MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.6,161999,12,512,6.8,5000,Samsung
519,"REDMI Note 13 Pro 5G (Coral Purple, 256 GB)",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,21395,12,256,6.67,5100,REDMI
520,Sia PRO FLIP4,32 MB RAM | 32 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera2000 mAh Battery6 MONTHS WARRENTY,4.1,1650,8,256,2.4,2000,Sia
521,Ringke Screen Guard for Samsung Galaxy Z Flip 6,Scratch ResistantMobileScreen Guard,0,1299,8,256,6.7,5000,Ringke
522,BlackZone FLIPPER X Dual Screen 2.4 & 1.8 Inch Dual Micro SIM,64 MB RAM | 64 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera1100 mAh Battery1 Year Manufacturer Warranty for Device,3.7,1679,8,256,2.4,1100,BlackZone
523,"Elephone U3 4G (Black, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD Display48MP + 5MP | 24MP + 5MP Dual Front Camera3800 mAh BatteryMediatek P70 Processor1 Year Warranty,3.4,10825,8,256,6.53,3800,Elephone
524,"Apple iPhone 6s (Silver, 64 GB)",64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year,4.5,49999,8,64,4.7,5000,Apple
525,"REDMI Note 13 Pro+ 5G (Fusion Black, 256 GB)",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,24999,8,256,6.67,5000,REDMI
526,"Apple iPhone 16 (White, 512 GB)","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,104900,8,512,6.1,5000,Apple
527,"itel A26 (Deep Blue, 32 GB)","2 GB RAM | 32 GB ROM | Expandable Upto 128 GB14.48 cm (5.7 inch) HD+ Display5MP + VGA Dual AI Camera | 2MP Front Camera3020 mAh Li-ion Battery BatteryUnisoc 9832E Quad Core ProcessorOne Time Screen Replacement within 100 Days, 1 Year Warranty on Mobile and 6 Months on Accessories.",3.8,6249,2,32,5.7,3020,itel
528,"Samsung Galaxy A54 5G (Awesome Violet, 128 GB)","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatteryExynos 1380, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories",4.3,41999,8,128,6.4,5000,Samsung
529,"Samsung Galaxy S24 5G (Onyx Black, 256 GB)",8 GB RAM | 256 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4000 mAh BatteryExynos 2400 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.6,52999,8,256,6.2,4000,Samsung
532,"Samsung Galaxy A53 (Awesome Blue, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display64MP + 12MP + 5MP + 5MP | 32MP Front Camera5000 mAh Lithium Ion BatteryExynos Octa Core Processor Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box,4.1,29999,8,256,6.5,5000,Samsung
533,"Apple iPhone 15 (Blue, 128 GB)","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,64900,8,128,6.1,5000,Apple
534,"OnePlus 9 5G (Astral Black, 128 GB)",8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Display48MP Rear Camera4500 mAh Battery12 months,3.8,36500,8,128,6.55,4500,OnePlus
535,"Motorola Edge 30 Ultra (Interstellar Black, 256 GB)",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display200MP + 50MP + 12MP | 60MP Front Camera4610 mAh Lithium BatteryQualcomm Snapdragon 8+ Gen 1 Processor1 Year on Handset and 6 Months on Accessories,4.2,39999,12,256,6.67,4610,Motorola
537,"Samsung Galaxy S20 FE 5G (Cloud Mint, 128 GB)",8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display12MP + 12MP | 32MP + 32MP Dual Front Camera4500 mAh Battery1 Year Warranty,4.2,26599,8,128,6.5,4500,Samsung
538,"OPPO Find N3 Flip (Sleek Black, 256 GB)",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD Display50MP + 48MP + 32MP | 32MP Front Camera4300 mAh BatteryMediatek Dimensity 9200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,74999,12,256,6.8,4300,OPPO
539,"OnePlus 10R (Forest Green, 128 GB)",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,4.3,38999,8,128,6.7,5000,OnePlus
540,"Nothing Phone (2a) Plus (Grey, 256 GB)",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5000 mAh BatteryDimensity 7350 Pro 5G Processor1 Year Manufacturing Warranty,4.4,27999,8,256,6.7,5000,Nothing
541,"vivo V29 5G (Black, 128 GB)",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 50MP Front Camera4600 mAh Battery778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5,33990,8,128,6.78,4600,vivo
542,"Apple iPhone 14 Plus (Purple, 128 GB)","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,69900,8,128,6.7,5000,Apple
543,"Honor 90 5G (Emerald Green, 256 GB)",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display200MP Rear Camera5000 mAh Battery1 year manufacturer warranty for handset & 6 months for accessories,4.2,25999,8,256,6.7,5000,Honor
544,"Samsung Galaxy Z Flip5 (Graphite, 256 GB)",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display12MP + 12MP | 10MP Front Camera3700 mAh BatterySnapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.4,78999,8,256,6.7,3700,Samsung
545,"(Refurbished) realme 12x 5G (Twilight Purple, 128 GB)",Grade: Refurbished - SuperbCompatible Charger & Cable4 GB RAM | 128 GB ROM | Expandable Upto 2 TB6.72 inch Full HD+ Display50MP + 2MP Dual Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6100+ ProcessorSeller warranty of 1 Year,0,8499,4,128,6.7,5000,(Refurbished)
546,"Samsung Galaxy Z Flip5 (Cream, 256 GB)",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display12MP + 12MP | 10MP Front Camera3700 mAh BatterySnapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.4,69999,8,256,6.7,3700,Samsung
547,"OnePlus Open (Emerald Dusk, 512 GB)",16 GB RAM | 512 GB ROM19.86 cm (7.82 inch) Display64MP Rear Camera4805 mAh Battery1 year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase,4.6,149999,16,512,7.82,4805,OnePlus
548,"Nokia 5310 DS Keypad Mobile, FM Radio,Camera with Flash (8MB RAM)",8 MB RAM | 16 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) Display0.3MP Rear Camera1200 mAh Lithium-ion BatteryMT6260A ProcessorNo Warranty on this Product,3.9,3593,8,256,2.4,1200,Nokia
549,"Samsung Galaxy S21 FE 5G with Snapdragon 888 (Olive, 256 GB)",8 GB RAM | 256 GB ROM16.26 cm (6.4 inch) Full HD+ Display12MP + 12MP + 8MP (OIS) | 32MP Front Camera4500 mAh Lithium-ion BatterySnapdragon 888 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.3,26728,8,256,6.4,4500,Samsung
550,"OPPO Reno11 5G (Rock Grey, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 32MP Front Camera5000 mAh BatteryMediatek Dimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3,29999,8,256,6.7,5000,OPPO
551,"OPPO Find N3 Flip (Cream Gold, 256 GB)",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD Display50MP + 48MP + 32MP | 32MP Front Camera4300 mAh BatteryMediatek Dimensity 9200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,48990,12,256,6.8,4300,OPPO
552,GREENBERRI GB454,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display2MP Rear Camera2500 mAh Battery6 MONTH,0,1463,8,256,1.8,2500,GREENBERRI
553,"Apple iPhone 8 (PRODUCT)RED (Red, 256 GB)","256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year",4.7,81500,8,256,4.7,5000,Apple
554,"Infinix Note 40 Pro+ 5G (Obsidian Black, 256 GB)",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP (OIS) + 2MP + 2MP | 32MP Front Camera4600 mAh BatteryMediatek Dimensity 7020 Processor1 Year Warranty on Handset and 6 Months Warranty on Inbox Accessories,4.2,21999,12,256,6.78,4600,Infinix
555,"Nubia Red Magic 3 (Camouflage, 256 GB)",12 GB RAM | 256 GB ROM16.76 cm (6.6 inch) Full HD Display48MP Rear Camera | 16MP Front Camera5000 mAh Li-ion Polymer BatteryQualcomm Snapdragon 855 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.1,49999,12,256,6.6,5000,Nubia
558,"OnePlus Nord 2 5G (Green Wood, 256 GB)",12 GB RAM | 256 GB ROM16.33 cm (6.43 inch) Display50MP Rear Camera4500 mAh Battery12 Months,4.3,29992,12,256,6.43,4500,OnePlus
559,"Nokia G42 5G (So Grey, 256 GB)",8 GB RAM | 256 GB ROM16.66 cm (6.56 inch) Display50MP Rear Camera5000 mAh Battery1 Year warranty,4,16198,8,256,6.56,5000,Nokia
561,"Lenovo Vibe K5 Plus (Dark Grey, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB12.7 cm (5 inch) Full HD Display13MP Rear Camera | 5MP Front Camera2750 mAh Li-Ion Polymer BatteryQualcomm Snapdragon 616 Octa Core 1.5GHz ProcessorBrand Warranty of 1 Year,4,6989,3,16,5,2750,Lenovo
562,Lvix L1 FLIP 1,16 MB RAM | 32 MB ROM6.6 cm (2.6 inch) Display0.3MP Rear Camera2000 mAh Battery3 Months Warranty,3.7,1299,8,256,2.6,2000,Lvix
563,"Apple iPhone 14 (Yellow, 512 GB)","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,82999,8,512,6.1,5000,Apple
564,Lvix L1 FLIP 1,16 MB RAM | 32 MB ROM6.6 cm (2.6 inch) Display0.3MP Rear Camera2000 mAh Battery3 Months Warranty,3.7,1297,8,256,2.6,2000,Lvix
565,"Panasonic P75 (Champagne Gold, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB12.7 cm (5 inch) HD Display8MP Rear Camera | 5MP Front Camera5000 mAh Li-Ion Battery0 0 Quad Core 1.3GHz ProcessorBrand Warranty of 1 Year,3.8,7490,1,8,5,5000,Panasonic
566,"POCO C65 (Pastel Green, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.3,8499,4,128,6.74,5000,POCO
567,CASE CREATION Sony Xperia Z Ultra Back Panel,For Sony Xperia Z Ultra 4GBack PanelColor: WhiteGlass MaterialHeight 15 cmWarranty Is Only For 7 Days,3,799,8,256,6.7,5000,CASE
568,Resolute Nano Glass for Sony Xperia Z4,Scratch ResistantMobileNano Glass,0,245,8,256,6.7,5000,Resolute
570,"Apple iPhone 6s Plus (Silver, 32 GB)",32 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 64-bit processor and Embedded M9 Motion Co-processorBrand Warranty of 1 Year,4.4,34900,8,32,5.5,5000,Apple
571,"Apple iPhone 6 Plus (Gold, 128 GB)",128 GB ROM13.97 cm (5.5 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processor1 Year Manufacturer Warranty,4.7,80500,8,128,5.5,5000,Apple
572,"Apple iPhone 16 Plus (White, 512 GB)","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,114900,8,512,6.7,5000,Apple
573,"Nokia G42 5G (So Purple, 256 GB)",8 GB RAM | 256 GB ROM16.66 cm (6.56 inch) Display50MP Rear Camera5000 mAh Battery1 Year warranty,4,16980,8,256,6.56,5000,Nokia
575,"POCO C65 (Matte Black, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.3,8499,4,128,6.74,5000,POCO
578,"Apple iPhone 15 Pro (Black Titanium, 128 GB)","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,90999,8,128,6.1,5000,Apple
582,"POCO X5 5G (Supernova Green, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,14499,8,256,6.67,5000,POCO
583,"Apple iPhone 6s Plus (Gold, 16 GB)",16 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year,4.4,49999,8,16,5.5,5000,Apple
584,"Apple iPhone 16 Plus (Pink, 256 GB)","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,94900,8,256,6.7,5000,Apple
585,"POCO X5 Pro 5G (Astral Black, 256 GB)",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.3,19349,8,256,6.67,5000,POCO
586,"Panasonic Eluga Ray Max (Space Grey, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 128 GB13.21 cm (5.2 inch) Full HD Display16MP Rear Camera | 8MP Front Camera3000 mAh Li-Ion Polymer BatteryQualcomm Snapdragon 430 Octa Core 1.4GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.8,11499,4,32,5.2,3000,Panasonic
587,"Apple iPhone 14 Plus (Purple, 512 GB)","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,99900,8,512,6.7,5000,Apple
588,"Apple iPhone 15 Pro (Natural Titanium, 256 GB)","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,94999,8,256,6.1,5000,Apple
589,"Apple iPhone 6s (Space Grey, 32 GB)",32 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 64-bit processor and Embedded M9 Motion Co-processor1 year warranty for phone and 1 year warranty for in Box Accessories.,4.5,29990,8,32,4.7,5000,Apple
590,"Apple iPhone 6s Plus (Silver, 128 GB)",128 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year,4.4,70000,8,128,5.5,5000,Apple
591,"Apple iPhone 6 Plus (Silver, 128 GB)",128 GB ROM13.97 cm (5.5 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processor1 Year Manufacturer Warranty,4.5,48999,8,128,5.5,5000,Apple
592,"Nokia 8210 4G Volte keypad Phone with Dual SIM, Big Display, MP3 Player",0.046875 GB RAM | 0.125 GB ROM7.11 cm (2.8 inch) QVGA Display0.3MP Rear Camera1450 mAh BatterySingle Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase,3.7,5299,46875,125,2.8,1450,Nokia
593,"Infinix Note 40 Pro+ 5G (Vintage Green, 256 GB)",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP (OIS) + 2MP + 2MP | 32MP Front Camera4600 mAh BatteryMediatek Dimensity 7020 Processor1 Year Warranty on Handset and 6 Months Warranty on Inbox Accessories,4.2,21999,12,256,6.78,4600,Infinix
594,GREENBERRI SELTOS,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) Display2MP Rear Camera2500 mAh Battery6 MONTH,3.8,922,8,256,2.4,2500,GREENBERRI
595,"vivo V25 Pro 5G (sailing blue, 128 GB)",8 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Full HD+ Display64MP + 8MP + 2MP | 32MP Front Camera4830 mAh BatteryMediatek Dimensity 1300 Processor1 Year on Handset and 6 Months on Accessories,4.3,25649,8,128,6.56,4830,vivo
596,BlackZone ROYAL,64 MB RAM | 64 MB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Display0.3MP Rear Camera1100 mAh Battery1 Year Domestic  warranty,0,899,8,256,1.77,1100,BlackZone
597,"ASUS ZenFone Lite L1 (Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB13.84 cm (5.45 inch) HD+ Display13MP Rear Camera | 5MP Front Camera3000 mAh BatteryQualcomm Snapdragon 430 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2,7199,2,16,5.45,3000,ASUS
598,LG T310i,18 MB ROM | Expandable Upto 4 GB7.11 cm (2.8 inch) QVGA Display2MP Rear Camera900 mAh Li-Ion Battery1 Year for Mobile & 6 Months for Accessories,3.3,5999,8,256,2.8,900,LG
599,"Apple iPhone 15 Pro (Blue Titanium, 512 GB)","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,99499,8,512,6.1,5000,Apple
602,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 13MP | 32MP Front Camera5500 mAh BatteryDimensity 7400 Processor68W Charger1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.5,24999,12,256,6.67,5500,MOTOROLA
603,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Sunset Peach, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.6,12999,6,128,6.67,6000,OPPO
