Column1,Product_Name,Product_Description,Product_Reviews,Product_Price,RAM_(GB),ROM_(GB),Display_Size_(inch),Battery_(mAh),Brand
346,"MOTOROLA razr 40 (Vanilla Cream, 256 GB)",8 GB RAM | 256 GB ROM17.53 cm (6.9 inch) Display64MP Rear Camera4200 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4,47999,8,256,6.9,4200,MOTOROLA
347,"Samsung Galaxy Z Flip3 5G (Phantom Black, 128 GB)",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display12MP + 12MP | 10MP Front Camera3300 mAh Lithium-ion BatteryQualcomm Snapdragon 888 Octa-Core Processor1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-Box Accessories,4.2,69999,8,128,6.7,3300,Samsung
348,"OnePlus 11R 5G (Galactic Silver, 256 GB)",16 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera | 16MP Front Camera5000 mAh BatteryDomestic warranty of 12 months on phone & 6 months on accessories,4.5,33916,16,256,6.7,5000,OnePlus
349,"IQOO 12 5G (Alpha, 256 GB)",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5000 mAh Battery1 Year Brand Warranty,4.6,44099,12,256,6.78,5000,IQOO
350,"Google Pixel 7 Pro (Obsidian, 128 GB)",12 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Quad HD+ Display50MP + 48MP + 12MP | 10.8MP Front Camera4926 mAh BatteryGoogle Tensor G2 Processor1 Year Domestic Warranty,4.3,44999,12,128,6.7,4926,Google
351,"Samsung Galaxy S22 5G (Green, 256 GB)",8 GB RAM | 256 GB ROM15.49 cm (6.1 inch) Display50MP Rear Camera3700 mAh Battery1 Year Warranty,4.4,51428,8,256,6.1,3700,Samsung
353,"Samsung Galaxy S23 5G (Lavender, 128 GB)",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.6,44999,8,128,6.1,3900,Samsung
354,"IQOO 12 (Legend, 512 GB)",16 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5000 mAh Battery1 Year,4.2,59999,16,512,6.78,5000,IQOO
358,"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 13MP + 10MP | 50MP Front Camera4500 mAh Battery7 Gen 3 Mobile Platform Processor1 Year on Handset and 6 Months on Accessories,4.4,27999,12,256,6.7,4500,Motorola
359,"vivo V29 Pro 5G (Black, 256 GB)",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 12MP + 8MP | 50MP Front Camera4600 mAh BatteryDimensity 8200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5,42999,12,256,6.78,4600,vivo
362,"Samsung Galaxy Z Flip3 5G (Phantom Black, 256 GB)",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display12MP + 12MP | 10MP Front Camera3300 mAh Lithium-ion BatteryQualcomm Snapdragon 888 Octa-Core Processor1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-Box Accessories,4.2,99998,8,256,6.7,3300,Samsung
363,"Motorola Edge 50 Pro 5G with 125W Charger (Black Beauty, 256 GB)",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 13MP + 10MP | 50MP Front Camera4500 mAh Battery7 Gen 3 Mobile Platform Processor1 Year on Handset and 6 Months on Accessories,4.4,27999,12,256,6.7,4500,Motorola
367,"MOTOROLA Razar 40 (Sage Green, 256 GB)",8 GB RAM | 256 GB ROM17.53 cm (6.9 inch) Display64MP Rear Camera4200 mAh Battery1 Year Manufacturing Warranty,4.4,44999,8,256,6.9,4200,MOTOROLA
368,"(Refurbished) Samsung Galaxy Z Fold4 5G (Phantom Black, 512 GB)",Grade: Refurbished - SuperbCompatible Charger & Cable12 GB RAM | 512 GB ROM |7.6 inch Full HD+ Display50MP Rear Camera | 10MP Front Camera4400 mAh BatteryQualcomm Snapdragon 8+ Gen 1 ProcessorSeller warranty of 1 Year,0,87499,12,512,6.7,4400,(Refurbished)
370,"OnePlus 11R 5G (Sonic Black, 256 GB)",16 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh BatteryDomestic warranty of 12 months on phone & 6 months on accessries,4.5,36349,16,256,6.7,5000,OnePlus
372,"Honor 90 5G (Midnight Black, 512 GB)",12 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Display200MP Rear Camera5000 mAh Battery1 year manufacturer warranty for handset & 6 months for accessories,4.2,28999,12,512,6.7,5000,Honor
374,"Google Pixel 9 (Porcelain, 256 GB)",12 GB RAM | 256 GB ROM16.0 cm (6.3 inch) Display50MP + 48MP | 10.5MP Front Camera4700 mAh BatteryGoogle Tensor G4 Processor1 Year Domestic Warranty,4.5,74999,12,256,6.3,4700,Google
375,"Google Pixel 9 Pro XL (Obsidian, 512 GB)",16 GB RAM | 512 GB ROM17.27 cm (6.8 inch) Display50MP + 48MP + 48MP | 42MP Front Camera5060 mAh BatteryGoogle Tensor G4 Processor1 Year Domestic Warranty,4.6,119999,16,512,6.8,5060,Google
377,"Motorola Edge 50 Pro 5G with 125W Charger (Vanilla Cream, 256 GB)",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 13MP + 10MP | 50MP Front Camera4500 mAh Battery7 Gen 3 Mobile Platform Processor1 Year on Handset and 6 Months on Accessories,4.4,27999,12,256,6.7,4500,Motorola
378,"IQOO 12 5G (Legend, 512 GB)",16 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5000 mAh Battery1 Year Brand Warranty,4.4,64999,16,512,6.78,5000,IQOO
379,"Google Pixel 8 (Hazel, 256 GB)",8 GB RAM | 256 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 12MP | 10.5MP Front Camera4575 mAh BatteryTensor G3 Processor1 Year Domestic Warranty,4.4,47999,8,256,6.2,4575,Google
380,"vivo V30 5G (Classic Black, 256 GB)",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5,33999,12,256,6.78,5000,vivo
381,"vivo V30 5G (Peacock Green, 256 GB)",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5,33999,12,256,6.78,5000,vivo
382,"Honor 90 5G (Diamond Silver, 512 GB)",12 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Display200MP Rear Camera5000 mAh Battery1 year manufacturer warranty for handset & 6 months for accessories,4.2,36999,12,512,6.7,5000,Honor
384,"Honor 90 5G (Green, 512 GB)",12 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Display200MP Rear Camera5000 mAh Battery1 year manufacturer warranty for handset & 6 months for accessories,4.2,27999,12,512,6.7,5000,Honor
385,"vivo V30 Pro 5G (Andaman Blue, 256 GB)",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP + 50MP | 50MP Front Camera5000 mAh BatteryDimensity 8200 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5,34999,8,256,6.78,5000,vivo
388,"Google Pixel 7a (Snow, 128 GB)",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP (OIS) + 13MP | 13MP Front Camera4300 mAh BatteryTensor G2 Processor1 Year Domestic Warranty,4.2,27999,8,128,6.1,4300,Google
389,"Google Pixel 7a (Charcoal, 128 GB)",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP (OIS) + 13MP | 13MP Front Camera4300 mAh BatteryTensor G2 Processor1 Year Domestic Warranty,4.2,27999,8,128,6.1,4300,Google
392,"OnePlus 10 Pro 5G (Volcanic Black, 256 GB)",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display48MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,3.9,49118,12,256,6.7,5000,OnePlus
394,"Google Pixel 9 Pro XL (Obsidian, 256 GB)",16 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Display50MP + 48MP + 48MP | 42MP Front Camera5060 mAh BatteryGoogle Tensor G4 Processor1 Year Domestic Warranty,4.6,104999,16,256,6.8,5060,Google
395,"Google Pixel 7a (Coral, 128 GB)",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP (OIS) + 13MP | 13MP Front Camera4300 mAh BatteryTensor G2 Processor1 Year Domestic Warranty,4.2,27999,8,128,6.1,4300,Google
396,"IQOO Neo 9 Pro (Conqueror Black, 256 GB)",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5160 mAh Battery1 Year,4.6,39990,12,256,6.78,5160,IQOO
400,"Samsung Galaxy Z Flip4 5G (Graphite, 128 GB)",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display12MP + 12MP | 10MP Front Camera3700 mAh Lithium Ion BatteryQualcomm Snapdragon 8+ Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,3.9,64999,8,128,6.7,3700,Samsung
401,"IQOO Neo9 Pro (Fiery Red, 256 GB)",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5160 mAh Battery1 Year,4.5,35770,8,256,6.78,5160,IQOO
403,"Samsung Galaxy S22 5G (Green, 128 GB)",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 12MP + 10MP | 10MP Front Camera3700 mAh Lithium-ion BatterySnapdragon 8 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.4,36184,8,128,6.1,3700,Samsung
404,"IQOO 9T 5G (ALPHA, 128 GB)",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera4700 mAh Battery1 Year,4.1,54800,8,128,6.78,4700,IQOO
407,"Samsung Galaxy Z Flip4 5G (Pink Gold, 128 GB)",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display12MP + 12MP | 10MP Front Camera3700 mAh Lithium Ion BatteryQualcomm Snapdragon 8+ Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,3.9,64999,8,128,6.7,3700,Samsung
408,"Apple iPhone 7 (Gold, 32 GB)",32 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processoriOS 13 CompatibleBrand Warranty of 1 Year,4.5,31500,8,32,4.7,5000,Apple
409,"ASUS Zenfone 4 Selfie Pro (Red, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB13.97 cm (5.5 inch) Full HD Display16MP Rear Camera | 24MP + 5MP Dual Front Camera3000 mAh BatteryOcta Core Qualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4,25999,4,64,5.5,3000,ASUS
412,"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,24380,12,256,6.67,5000,REDMI
413,"Apple iPhone 7 (Rose Gold, 128 GB)",128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processorBrand Warranty of 1 Year,4.5,34900,8,128,4.7,5000,Apple
414,"Samsung Galaxy Z Flip5 (Mint, 256 GB)",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display12MP + 12MP | 10MP Front Camera3700 mAh BatterySnapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.4,99999,8,256,6.7,3700,Samsung
415,"OnePlus 10R 5G (Prime Blue, 128 GB)",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display5000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.3,29190,8,128,6.7,5000,OnePlus
418,"Apple iPhone 14 (Midnight, 256 GB)","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,62999,8,256,6.1,5000,Apple
419,"vivo V29 5G (Blue, 128 GB)",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 50MP Front Camera4600 mAh Battery778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5,32999,8,128,6.78,4600,vivo
420,"OnePlus 8 (Interstellar Glow, 256 GB)",12 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Display48MP + 2MP + 16MP4300 mAh BatteryQualcomm Snapdragon 865 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,4.4,32990,12,256,6.55,4300,OnePlus
421,"Samsung Galaxy Z Flip5 (Graphite, 512 GB)",8 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Display12MP + 12MP | 10MP Front Camera3700 mAh BatterySnapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.4,113999,8,512,6.7,3700,Samsung
422,"Samsung Galaxy Z Flip5 (Cream, 512 GB)",8 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Display12MP + 12MP | 10MP Front Camera3700 mAh BatterySnapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.4,66999,8,512,6.7,3700,Samsung
423,"vivo V29 5G (Red, 128 GB)",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 50MP Front Camera4600 mAh Battery778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5,32999,8,128,6.78,4600,vivo
424,"OnePlus 10R (Forest Green, 128 GB)",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,4.3,27177,8,128,6.7,5000,OnePlus
425,"OnePlus 10R 5G (Prime Blue, 128 GB)",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display5000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.3,30899,8,128,6.7,5000,OnePlus
426,"OnePlus 8 (Black, 256 GB)",12 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Display48MP + 2MP + 16MP | 16MP Front Camera4300 mAh BatteryQualcomm Snapdragon 865 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,4.4,34999,12,256,6.55,4300,OnePlus
427,"Xiaomi 11T Pro 5G Hyperphone (Moonlight White, 256 GB)",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display108MP Rear Camera5000 mAh Battery12 months,4,23999,8,256,6.67,5000,Xiaomi
428,"OnePlus 7T (Glacier Blue, 128 GB)",8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Display48 MP + 12 MP + 16 MP | 16MP Front Camera3800 mAh BatteryQualcomm® Snapdragon™ 855 Plus Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.6,33890,8,128,6.55,3800,OnePlus
430,"Apple iPhone 16 (Ultramarine, 128 GB)","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,74900,8,128,6.1,5000,Apple
431,"OnePlus 10R (Sierra Black, 128 GB)",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,4.3,26890,8,128,6.7,5000,OnePlus
432,"Apple iPhone 14 (Blue, 256 GB)","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,62999,8,256,6.1,5000,Apple
433,"OnePlus 8 (Onyx Black, 128 GB)",8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Display48MP + 2MP + 16MP | 16MP Front Camera4300 mAh BatteryQualcomm Snapdragon 865 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,4.5,34990,8,128,6.55,4300,OnePlus
434,"Apple iPhone 8 (Silver, 64 GB)","64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessoriOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.",4.5,39900,8,64,4.7,5000,Apple
435,"Nokia 5310 DS Keypad Mobile, FM Radio,Camera with Flash (8 MB RAM)",8 MB RAM | 16 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) Display0.3MP Rear Camera1200 mAh Lithium-ion BatteryMT6260A Processor1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,3.9,3778,8,256,2.4,1200,Nokia
438,"Apple iPhone 16 (Pink, 256 GB)","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,84900,8,256,6.1,5000,Apple
439,"Apple iPhone 14 Plus (Midnight, 256 GB)","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,79900,8,256,6.7,5000,Apple
441,"Samsung Galaxy A35 5G (Awesome Lilac, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 5MP | 13MP Front Camera5000 mAh BatteryExynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3,21999,8,256,6.6,5000,Samsung
442,"Nothing Phone (2a) 5G (Black, 256 GB)",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP Front Camera5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty,4.4,27999,8,256,6.7,5000,Nothing
443,"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,26999,12,256,6.67,5000,REDMI
444,"Mi 11x Pro 5G (Lunar White, 256 GB)",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display108MP Rear Camera4520 mAh Battery1 year on phone & 6 months on box accessories of domestic only,4,24999,8,256,6.67,4520,Mi
445,Easyfone Star,32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) QVGA Display800 mAh Battery1,3.8,1425,8,256,1.8,800,Easyfone
446,"IQOO Z6 Pro 5G (Phantom Dusk, 256 GB)",12 GB RAM | 256 GB ROM16.36 cm (6.44 inch) Display64MP Rear Camera4700 mAh Battery1 Year,4.3,28999,12,256,6.44,4700,IQOO
447,"Samsung Galaxy S24 5G (Onyx Black, 512 GB)",8 GB RAM | 512 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4000 mAh BatteryExynos 2400 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.6,89999,8,512,6.2,4000,Samsung
448,"Samsung Galaxy Z Flip5 (Mint, 512 GB)",8 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Display12MP + 12MP | 10MP Front Camera3700 mAh BatterySnapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.4,64990,8,512,6.7,3700,Samsung
449,"Apple iPhone 15 (Green, 256 GB)","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,74900,8,256,6.1,5000,Apple
450,"Apple iPhone 6 (Silver, 64 GB)",64 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processor1 Year Manufacturer Warranty,4.4,62000,8,64,4.7,5000,Apple
451,"Apple iPhone 7 (Silver, 256 GB)",256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processorBrand Warranty of 1 Year,4.5,74400,8,256,4.7,5000,Apple
452,"REDMI Note 13 Pro+ 5G (Fusion Black, 256 GB)",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,26999,12,256,6.67,5000,REDMI
453,"Panasonic Eluga I9 (Space Grey, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB12.7 cm (5 inch) HD Display13MP Rear Camera | 5MP Front Camera2500 mAh Li-ion Polymer BatteryMediaTek MTK6737 Quad Core 1.25 GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.7,11990,3,32,5,2500,Panasonic
454,"Apple iPhone 14 Plus (Starlight, 256 GB)","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,79900,8,256,6.7,5000,Apple
455,"REDMI Note 12 Pro+ 5G (Obsidian Black, 256 GB)",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display200MP + 8MP + 2MP | 16MP Front Camera4980 mAh Lithium Polymer BatteryMediatek Dimensity 1080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,30499,12,256,6.67,4980,REDMI
458,"Huawei Ideos X5 (Black, 4 GB)",512 MB RAM | 4 GB ROM | Expandable Upto 32 GB9.65 cm (3.8 inch) WVGA Display5MP Rear Camera1500 mAh Li-Ion BatteryQualcomm Scorpion Processor1 Year for Mobile & 6 Months for Accessories,4.2,12999,8,4,3.8,1500,Huawei
459,"OnePlus Nord 2T 5G (Gray Shadow, 256 GB)",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera4500 mAh Battery12 months Warranty,4.3,32900,12,256,6.7,4500,OnePlus
461,"Apple iPhone 16 Plus (Ultramarine, 128 GB)","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,84900,8,128,6.7,5000,Apple
